roPartId ,dealerOrderId,partCode,partQuantity,mainPartFlag,downPartSerialNumber,upPartSerialNumber,createBy,createDate,updateBy,updateDate
0000009054,009054,PACP0004BYD003,1.0,00177763,,,9999999999,2024-06-30,9999999988,2024-07-11
0000009055,009055,PAPEC007BYD005,1.0,00331301,,,9999999999,2024-03-14,9999999988,2024-05-14
0000009056,009056,PASC0260BYD001,2.0,00566203,,,9999999999,2024-06-12,9999999988,2024-06-28
0000009057,009057,PACP0004BYD001,1.0,00911050,,,9999999999,2024-07-03,9999999988,2024-07-25
0000009058,009058,PACP0004BYD001,1.0,00389074,,,9999999999,2024-05-29,9999999988,2024-06-16
0000009059,009059,PACP0004BYD001,1.0,00151639,,,9999999999,2024-05-19,9999999988,2024-05-21
0000009060,009060,PATMS008BYD005,1.0,00785626,,,9999999999,2024-06-12,9999999988,2024-07-01
0000009061,009061,PASC0260BYD001,3.0,00339153,,,9999999999,2024-05-04,9999999988,2024-07-13
0000009062,009062,PACP0004BYD001,1.0,00340859,,,9999999999,2024-06-26,9999999988,2024-07-05
0000009063,009063,PASC0260BYD001,1.0,00071768,,,9999999999,2024-03-29,9999999988,2024-05-07
0000009064,009064,PASC0260BYD001,3.0,00225990,,,9999999999,2024-01-26,9999999988,2024-07-13
0000009065,009065,PASC0260BYD001,2.0,00717403,,,9999999999,2024-03-05,9999999988,2024-07-06
0000009066,009066,PABP0001BYD003,1.0,00482882,,,9999999999,2024-05-16,9999999988,2024-07-25
0000009067,009067,PASC0260BYD001,1.0,00147988,,,9999999999,2024-02-25,9999999988,2024-07-06
0000009068,009068,PASC0260BYD001,3.0,00411024,,,9999999999,2024-04-05,9999999988,2024-06-03
0000009069,009069,PAWS0210BYD001,1.0,00639547,,,9999999999,2024-01-04,9999999988,2024-02-05
0000009070,009070,PACP0004BYD001,1.0,00511732,,,9999999999,2024-01-26,9999999988,2024-04-13
0000009071,009071,PASC0260BYD001,4.0,00327615,,,9999999999,2024-03-10,9999999988,2024-05-18
0000009072,009072,PACL0310BYD001,1.0,00515488,,,9999999999,2024-01-17,9999999988,2024-04-13
0000009073,009073,PACP0004BYD001,1.0,00334632,,,9999999999,2024-03-22,9999999988,2024-03-22
0000009074,009074,PASC0260BYD005,4.0,00101997,,,9999999999,2024-02-19,9999999988,2024-06-04
0000009075,009075,PACP0004BYD001,1.0,00830234,,,9999999999,2024-05-15,9999999988,2024-05-25
0000009076,009076,PASC0260BYD001,3.0,00258252,,,9999999999,2024-04-20,9999999988,2024-06-14
0000009077,009077,PACL0310BYD003,3.0,00622150,,,9999999999,2024-06-17,9999999988,2024-06-30
0000009078,009078,PABP0001BYD001,1.0,00724823,,,9999999999,2024-02-15,9999999988,2024-03-18
0000009079,009079,PAPEC007BYD005,1.0,00425354,,,9999999999,2024-04-27,9999999988,2024-06-16
0000009080,009080,PAWS0210BYD003,1.0,00462084,,,9999999999,2024-01-04,9999999988,2024-03-26
0000009081,009081,PASC0260BYD001,4.0,00360978,,,9999999999,2024-04-07,9999999988,2024-05-08
0000009082,009082,PATMS008BYD003,1.0,00621436,,,9999999999,2024-03-30,9999999988,2024-06-30
0000009083,009083,PASC0260BYD001,2.0,00138036,,,9999999999,2024-06-04,9999999988,2024-07-11
0000009084,009084,PASC0260BYD001,2.0,00034111,,,9999999999,2024-07-22,9999999988,2024-07-23
0000009085,009085,PASC0260BYD001,2.0,00734397,,,9999999999,2024-01-08,9999999988,2024-01-11
0000009086,009086,PABP0001BYD003,1.0,00418229,,,9999999999,2024-03-15,9999999988,2024-07-01
0000009087,009087,PASC0260BYD001,2.0,00017425,,,9999999999,2024-07-20,9999999988,2024-07-25
0000009088,009088,PASC0260BYD001,4.0,00115161,,,9999999999,2024-01-17,9999999988,2024-07-14
0000009089,009089,PAPEC007BYD002,1.0,00414570,,,9999999999,2024-06-07,9999999988,2024-07-11
0000009090,009090,PACP0004BYD001,1.0,00230314,,,9999999999,2024-01-13,9999999988,2024-02-15
0000009091,009091,PABP0001BYD003,1.0,00768748,,,9999999999,2024-05-02,9999999988,2024-05-24
0000009092,009092,PACP0004BYD001,1.0,00998208,,,9999999999,2024-03-14,9999999988,2024-04-14
0000009093,009093,PASC0260BYD001,2.0,00717404,,,9999999999,2024-03-27,9999999988,2024-05-11
0000009094,009094,PATMS008BYD004,1.0,00495004,,,9999999999,2024-06-28,9999999988,2024-07-22
0000009095,009095,PASC0260BYD001,4.0,00455416,,,9999999999,2024-04-13,9999999988,2024-05-12
0000009096,009096,PASC0260BYD001,3.0,00204006,,,9999999999,2024-03-22,9999999988,2024-05-16
0000009097,009097,PAWS0210BYD002,1.0,00352217,,,9999999999,2024-07-15,9999999988,2024-07-24
0000009098,009098,PAPEC007BYD005,1.0,00331716,,,9999999999,2024-01-09,9999999988,2024-02-10
0000009099,009099,PACP0004BYD001,1.0,00128307,,,9999999999,2024-03-31,9999999988,2024-04-21
0000009100,009100,PASC0260BYD001,1.0,00753129,,,9999999999,2024-01-30,9999999988,2024-06-23
0000009101,009101,PAPEC007BYD002,1.0,00668419,,,9999999999,2024-02-09,9999999988,2024-06-21
0000009102,009102,PASC0260BYD001,3.0,00282366,,,9999999999,2024-06-21,9999999988,2024-07-23
0000009103,009103,PABMS006BYD005,1.0,00874759,,,9999999999,2024-02-10,9999999988,2024-04-24
0000009104,009104,PACP0004BYD001,1.0,00208102,,,9999999999,2024-03-25,9999999988,2024-06-21
0000009105,009105,PABMS006BYD004,1.0,00481547,,,9999999999,2024-01-17,9999999988,2024-04-21
0000009106,009106,PASC0260BYD001,4.0,00611752,,,9999999999,2024-01-29,9999999988,2024-06-17
0000009107,009107,PAIN0003BYD001,1.0,00227483,,,9999999999,2024-06-27,9999999988,2024-07-17
0000009108,009108,PASC0260BYD001,3.0,00842816,,,9999999999,2024-03-06,9999999988,2024-03-14
0000009109,009109,PACP0004BYD001,1.0,00211995,,,9999999999,2024-06-03,9999999988,2024-06-12
0000009110,009110,PACP0004BYD001,1.0,00167049,,,9999999999,2024-04-11,9999999988,2024-06-06
0000009111,009111,PACP0004BYD001,1.0,00783148,,,9999999999,2024-05-06,9999999988,2024-07-21
0000009112,009112,PAHVC011BYD003,4.0,00844987,,,9999999999,2024-02-29,9999999988,2024-06-24
0000009113,009113,PABP0001BYD001,1.0,00537339,,,9999999999,2024-03-14,9999999988,2024-04-27
0000009114,009114,PACP0004BYD001,1.0,00601427,,,9999999999,2024-05-23,9999999988,2024-06-20
0000009115,009115,PABP0001BYD004,1.0,00197156,,,9999999999,2024-05-29,9999999988,2024-07-10
0000009116,009116,PASC0260BYD001,3.0,00725442,,,9999999999,2024-03-24,9999999988,2024-05-14
0000009117,009117,PACP0004BYD003,1.0,00826055,,,9999999999,2024-07-10,9999999988,2024-07-20
0000009118,009118,PACAF034BYD001,1.0,00217100,,,9999999999,2024-03-18,9999999988,2024-05-31
0000009119,009119,PACP0004BYD005,1.0,00637523,,,9999999999,2024-06-15,9999999988,2024-06-19
0000009120,009120,PASC0260BYD001,3.0,00074035,,,9999999999,2024-03-07,9999999988,2024-04-12
0000009121,009121,PABP0001BYD002,1.0,00846132,,,9999999999,2024-02-10,9999999988,2024-06-12
0000009122,009122,PASC0260BYD001,2.0,00349611,,,9999999999,2024-02-17,9999999988,2024-04-21
0000009123,009123,PABP0001BYD004,1.0,00795788,,,9999999999,2024-03-31,9999999988,2024-07-02
0000009124,009124,PASC0260BYD001,3.0,00425621,,,9999999999,2024-06-16,9999999988,2024-07-22
0000009125,009125,PABP0001BYD002,1.0,00613392,,,9999999999,2024-02-05,9999999988,2024-05-04
0000009126,009126,PASC0260BYD001,4.0,00995948,,,9999999999,2024-03-18,9999999988,2024-04-23
0000009127,009127,PABP0001BYD001,1.0,00278064,,,9999999999,2024-05-20,9999999988,2024-07-24
0000009128,009128,PACP0004BYD001,1.0,00976645,,,9999999999,2024-05-26,9999999988,2024-05-30
0000009129,009129,PABP0001BYD004,1.0,00136421,,,9999999999,2024-07-04,9999999988,2024-07-08
0000009130,009130,PASC0260BYD001,2.0,00118966,,,9999999999,2024-05-11,9999999988,2024-05-17
0000009131,009131,PAEAC015BYD001,1.0,00727818,,,9999999999,2024-06-14,9999999988,2024-06-27
0000009132,009132,PASC0260BYD001,2.0,00294282,,,9999999999,2024-01-30,9999999988,2024-04-29
0000009133,009133,PASC0260BYD001,4.0,00375826,,,9999999999,2024-02-17,9999999988,2024-05-26
0000009134,009134,PATI0190BYD003,4.0,00168460,,,9999999999,2024-02-18,9999999988,2024-06-05
0000009135,009135,PASC0260BYD001,3.0,00513607,,,9999999999,2024-03-07,9999999988,2024-05-24
0000009136,009136,PAEM0002BYD004,1.0,00537849,,,9999999999,2024-07-11,9999999988,2024-07-23
0000009137,009137,PACP0004BYD001,1.0,00676547,,,9999999999,2024-04-25,9999999988,2024-07-17
0000009138,009138,PASC0260BYD001,3.0,00409653,,,9999999999,2024-07-25,9999999988,2024-07-25
0000009139,009139,PAHVC011BYD001,4.0,00803694,,,9999999999,2024-03-02,9999999988,2024-07-22
0000009140,009140,PACP0004BYD002,1.0,00114272,,,9999999999,2024-04-17,9999999988,2024-05-08
0000009141,009141,PABP0001BYD004,1.0,00885864,,,9999999999,2024-05-11,9999999988,2024-07-20
0000009142,009142,PASC0260BYD001,3.0,00798884,,,9999999999,2024-02-19,9999999988,2024-05-17
0000009143,009143,PASC0260BYD001,4.0,00396269,,,9999999999,2024-04-11,9999999988,2024-05-16
0000009144,009144,PASC0260BYD001,3.0,00811885,,,9999999999,2024-03-24,9999999988,2024-06-20
0000009145,009145,PAEAC015BYD003,1.0,00624259,,,9999999999,2024-07-20,9999999988,2024-07-20
0000009146,009146,PACP0004BYD001,1.0,00978637,,,9999999999,2024-01-20,9999999988,2024-03-19
0000009147,009147,PABP0001BYD004,1.0,00115872,,,9999999999,2024-04-16,9999999988,2024-06-05
0000009148,009148,PAIN0003BYD004,1.0,00532704,,,9999999999,2024-04-25,9999999988,2024-05-23
0000009149,009149,PABP0001BYD002,1.0,00770849,,,9999999999,2024-05-15,9999999988,2024-05-18
0000009150,009150,PATMS008BYD003,1.0,00120444,,,9999999999,2024-01-13,9999999988,2024-05-19
0000009151,009151,PACP0004BYD001,1.0,00062162,,,9999999999,2024-04-21,9999999988,2024-06-26
0000009152,009152,PASC0260BYD001,2.0,00206945,,,9999999999,2024-05-08,9999999988,2024-05-31
0000009153,009153,PABP0001BYD003,1.0,00710423,,,9999999999,2024-05-08,9999999988,2024-05-14
0000009154,009154,PAPEC007BYD001,1.0,00054882,,,9999999999,2024-04-19,9999999988,2024-04-19
0000009155,009155,PACP0004BYD001,1.0,00795272,,,9999999999,2024-05-23,9999999988,2024-06-04
0000009156,009156,PASC0260BYD001,2.0,00550253,,,9999999999,2024-04-01,9999999988,2024-07-10
0000009157,009157,PACP0004BYD001,1.0,00271417,,,9999999999,2024-04-23,9999999988,2024-05-03
0000009158,009158,PASC0260BYD001,3.0,00448750,,,9999999999,2024-03-23,9999999988,2024-06-22
0000009159,009159,PASC0260BYD001,2.0,00238607,,,9999999999,2024-03-23,9999999988,2024-05-19
0000009160,009160,PASC0260BYD001,2.0,00341535,,,9999999999,2024-04-14,9999999988,2024-06-30
0000009161,009161,PACP0004BYD001,1.0,00636880,,,9999999999,2024-01-10,9999999988,2024-02-27
0000009162,009162,PASC0260BYD001,2.0,00385128,,,9999999999,2024-06-26,9999999988,2024-07-05
0000009163,009163,PASC0260BYD001,1.0,00070940,,,9999999999,2024-02-14,9999999988,2024-05-28
0000009164,009164,PAPEC007BYD001,1.0,00946718,,,9999999999,2024-06-16,9999999988,2024-06-21
0000009165,009165,PASC0260BYD001,1.0,00953101,,,9999999999,2024-01-13,9999999988,2024-03-13
0000009166,009166,PABMS006BYD002,1.0,00268162,,,9999999999,2024-03-20,9999999988,2024-06-30
0000009167,009167,PATI0190BYD002,2.0,00442844,,,9999999999,2024-02-09,9999999988,2024-03-09
0000009168,009168,PABMS006BYD005,1.0,00749237,,,9999999999,2024-03-02,9999999988,2024-05-31
0000009169,009169,PAIN0003BYD004,1.0,00997850,,,9999999999,2024-03-02,9999999988,2024-05-05
0000009170,009170,PASC0260BYD001,1.0,00624483,,,9999999999,2024-04-01,9999999988,2024-05-15
0000009171,009171,PASC0260BYD001,1.0,00073644,,,9999999999,2024-05-11,9999999988,2024-07-20
0000009172,009172,PACP0004BYD003,1.0,00437747,,,9999999999,2024-04-17,9999999988,2024-06-26
0000009173,009173,PASC0260BYD001,2.0,00492082,,,9999999999,2024-03-31,9999999988,2024-05-24
0000009174,009174,PABP0001BYD001,1.0,00796477,,,9999999999,2024-03-28,9999999988,2024-04-14
0000009175,009175,PACP0004BYD001,1.0,00229775,,,9999999999,2024-05-02,9999999988,2024-05-21
0000009176,009176,PABMS006BYD001,1.0,00857249,,,9999999999,2024-06-25,9999999988,2024-07-16
0000009177,009177,PABP0001BYD004,1.0,00978096,,,9999999999,2024-03-14,9999999988,2024-04-29
0000009178,009178,PATMS008BYD001,1.0,00357127,,,9999999999,2024-01-21,9999999988,2024-04-22
0000009179,009179,PABP0001BYD005,1.0,00017595,,,9999999999,2024-05-01,9999999988,2024-05-01
0000009180,009180,PASC0260BYD001,3.0,00090582,,,9999999999,2024-06-18,9999999988,2024-07-02
0000009181,009181,PASC0260BYD001,1.0,00530088,,,9999999999,2024-05-10,9999999988,2024-05-23
0000009182,009182,PAWS0210BYD003,1.0,00623889,,,9999999999,2024-02-14,9999999988,2024-05-20
0000009183,009183,PAPEC007BYD005,1.0,00274560,,,9999999999,2024-01-06,9999999988,2024-06-28
0000009184,009184,PABMS006BYD003,1.0,00552449,,,9999999999,2024-03-24,9999999988,2024-04-23
0000009185,009185,PACL0310BYD003,4.0,00408039,,,9999999999,2024-02-28,9999999988,2024-03-27
0000009186,009186,PABP0001BYD002,1.0,00111211,,,9999999999,2024-03-05,9999999988,2024-03-16
0000009187,009187,PACL0310BYD003,5.0,00830583,,,9999999999,2024-02-16,9999999988,2024-06-27
0000009188,009188,PACAF034BYD005,1.0,00207982,,,9999999999,2024-05-22,9999999988,2024-06-07
0000009189,009189,PASC0260BYD001,3.0,00487202,,,9999999999,2024-01-08,9999999988,2024-07-08
0000009190,009190,PACL0310BYD003,4.0,00544355,,,9999999999,2024-04-13,9999999988,2024-05-25
0000009191,009191,PASC0260BYD001,1.0,00207352,,,9999999999,2024-03-15,9999999988,2024-03-24
0000009192,009192,PAPEC007BYD003,1.0,00041786,,,9999999999,2024-06-10,9999999988,2024-07-03
0000009193,009193,PARBS009BYD003,1.0,00322918,,,9999999999,2024-06-01,9999999988,2024-07-02
0000009194,009194,PAPEC007BYD005,1.0,00313710,,,9999999999,2024-06-15,9999999988,2024-07-09
0000009195,009195,PASC0260BYD004,2.0,00833626,,,9999999999,2024-03-22,9999999988,2024-07-20
0000009196,009196,PAPEC007BYD003,1.0,00214841,,,9999999999,2024-06-03,9999999988,2024-06-24
0000009197,009197,PASC0260BYD001,3.0,00018614,,,9999999999,2024-02-20,9999999988,2024-04-08
0000009198,009198,PABMS006BYD001,1.0,00126558,,,9999999999,2024-05-10,9999999988,2024-05-22
0000009199,009199,PARBS009BYD003,1.0,00253753,,,9999999999,2024-03-21,9999999988,2024-06-03
0000009200,009200,PASC0260BYD001,3.0,00236332,,,9999999999,2024-01-30,9999999988,2024-03-21
0000009201,009201,PACP0004BYD004,1.0,00871058,,,9999999999,2024-06-14,9999999988,2024-06-26
0000009202,009202,PAEAC015BYD001,1.0,00872965,,,9999999999,2024-03-31,9999999988,2024-07-23
0000009203,009203,PATI0190BYD002,3.0,00995485,,,9999999999,2024-07-02,9999999988,2024-07-17
0000009204,009204,PACP0004BYD003,1.0,00006148,,,9999999999,2024-04-18,9999999988,2024-07-01
0000009205,009205,PASC0260BYD001,1.0,00466311,,,9999999999,2024-05-03,9999999988,2024-06-22
0000009206,009206,PACP0004BYD001,1.0,00826500,,,9999999999,2024-04-17,9999999988,2024-04-30
0000009207,009207,PASC0260BYD001,1.0,00610515,,,9999999999,2024-05-12,9999999988,2024-07-07
0000009208,009208,PACP0004BYD003,1.0,00078658,,,9999999999,2024-07-15,9999999988,2024-07-25
0000009209,009209,PABP0001BYD001,1.0,00533217,,,9999999999,2024-04-30,9999999988,2024-06-03
0000009210,009210,PASC0260BYD001,2.0,00168364,,,9999999999,2024-02-14,9999999988,2024-06-11
0000009211,009211,PAHVC011BYD004,1.0,00091049,,,9999999999,2024-02-04,9999999988,2024-06-28
0000009212,009212,PACP0004BYD001,1.0,00265637,,,9999999999,2024-05-07,9999999988,2024-05-14
0000009213,009213,PATMS008BYD005,1.0,00614986,,,9999999999,2024-02-20,9999999988,2024-04-18
0000009214,009214,PACP0004BYD001,1.0,00717371,,,9999999999,2024-01-29,9999999988,2024-04-13
0000009215,009215,PABP0001BYD004,1.0,00293738,,,9999999999,2024-03-22,9999999988,2024-04-24
0000009216,009216,PASC0260BYD001,4.0,00862933,,,9999999999,2024-01-28,9999999988,2024-04-03
0000009217,009217,PACP0004BYD005,1.0,00217430,,,9999999999,2024-04-23,9999999988,2024-05-21
0000009218,009218,PAPEC007BYD003,1.0,00783397,,,9999999999,2024-07-04,9999999988,2024-07-13
0000009219,009219,PABMS006BYD004,1.0,00464468,,,9999999999,2024-06-28,9999999988,2024-07-12
0000009220,009220,PACP0004BYD001,1.0,00316842,,,9999999999,2024-01-19,9999999988,2024-03-08
0000009221,009221,PASC0260BYD001,1.0,00640267,,,9999999999,2024-07-06,9999999988,2024-07-24
0000009222,009222,PAPEC007BYD004,1.0,00252632,,,9999999999,2024-05-18,9999999988,2024-05-22
0000009223,009223,PASC0260BYD001,4.0,00652140,,,9999999999,2024-04-07,9999999988,2024-05-17
0000009224,009224,PACP0004BYD001,1.0,00483156,,,9999999999,2024-06-12,9999999988,2024-06-14
0000009225,009225,PACP0004BYD004,1.0,00493454,,,9999999999,2024-01-26,9999999988,2024-07-25
0000009226,009226,PABP0001BYD003,1.0,00665304,,,9999999999,2024-04-13,9999999988,2024-05-24
0000009227,009227,PACP0004BYD001,1.0,00904072,,,9999999999,2024-01-29,9999999988,2024-04-12
0000009228,009228,PAPEC007BYD005,1.0,00280052,,,9999999999,2024-06-05,9999999988,2024-07-08
0000009229,009229,PASC0260BYD003,3.0,00209925,,,9999999999,2024-04-03,9999999988,2024-05-09
0000009230,009230,PAHVC011BYD003,2.0,00331814,,,9999999999,2024-05-20,9999999988,2024-06-14
0000009231,009231,PACAF034BYD003,1.0,00081364,,,9999999999,2024-02-26,9999999988,2024-07-11
0000009232,009232,PABP0001BYD001,1.0,00270410,,,9999999999,2024-05-03,9999999988,2024-07-04
0000009233,009233,PAIN0003BYD001,1.0,00333810,,,9999999999,2024-07-20,9999999988,2024-07-22
0000009234,009234,PACP0004BYD003,1.0,00394507,,,9999999999,2024-04-29,9999999988,2024-06-03
0000009235,009235,PASC0260BYD001,4.0,00140134,,,9999999999,2024-05-20,9999999988,2024-06-13
0000009236,009236,PABP0170BYD003,6.0,00869211,,,9999999999,2024-06-08,9999999988,2024-06-17
0000009237,009237,PAHVC011BYD003,2.0,00031561,,,9999999999,2024-01-25,9999999988,2024-05-10
0000009238,009238,PACP0004BYD001,1.0,00705251,,,9999999999,2024-03-12,9999999988,2024-06-15
0000009239,009239,PAPEC007BYD001,1.0,00148375,,,9999999999,2024-01-27,9999999988,2024-05-30
0000009240,009240,PACL0310BYD002,3.0,00193679,,,9999999999,2024-05-22,9999999988,2024-05-28
0000009241,009241,PABMS006BYD003,1.0,00737018,,,9999999999,2024-02-10,9999999988,2024-07-07
0000009242,009242,PACP0004BYD004,1.0,00908418,,,9999999999,2024-01-21,9999999988,2024-02-10
0000009243,009243,PARBS009BYD005,1.0,00816762,,,9999999999,2024-06-14,9999999988,2024-07-21
0000009244,009244,PARBS009BYD003,1.0,00422576,,,9999999999,2024-05-26,9999999988,2024-07-18
0000009245,009245,PASC0260BYD001,1.0,00670422,,,9999999999,2024-05-10,9999999988,2024-05-11
0000009246,009246,PASC0260BYD001,3.0,00261791,,,9999999999,2024-07-06,9999999988,2024-07-24
0000009247,009247,PASC0260BYD001,2.0,00708298,,,9999999999,2024-07-06,9999999988,2024-07-23
0000009248,009248,PAPEC007BYD003,1.0,00935929,,,9999999999,2024-02-19,9999999988,2024-03-02
0000009249,009249,PASC0260BYD001,3.0,00050899,,,9999999999,2024-06-12,9999999988,2024-07-24
0000009250,009250,PASC0260BYD001,4.0,00714432,,,9999999999,2024-05-09,9999999988,2024-06-27
0000009251,009251,PASC0260BYD001,2.0,00115138,,,9999999999,2024-04-09,9999999988,2024-05-23
0000009252,009252,PASC0260BYD001,3.0,00954537,,,9999999999,2024-06-04,9999999988,2024-06-28
0000009253,009253,PASC0260BYD001,3.0,00111932,,,9999999999,2024-06-03,9999999988,2024-06-27
0000009254,009254,PASC0260BYD001,4.0,00452868,,,9999999999,2024-06-01,9999999988,2024-07-18
0000009255,009255,PASC0260BYD001,2.0,00036401,,,9999999999,2024-07-23,9999999988,2024-07-23
0000009256,009256,PAPEC007BYD003,1.0,00776230,,,9999999999,2024-03-30,9999999988,2024-06-22
0000009257,009257,PABP0001BYD004,1.0,00973484,,,9999999999,2024-06-17,9999999988,2024-07-07
0000009258,009258,PACP0004BYD001,1.0,00442531,,,9999999999,2024-01-03,9999999988,2024-04-05
0000009259,009259,PACP0004BYD001,1.0,00250336,,,9999999999,2024-06-21,9999999988,2024-07-05
0000009260,009260,PACP0004BYD001,1.0,00742837,,,9999999999,2024-05-30,9999999988,2024-06-23
0000009261,009261,PASC0260BYD001,1.0,00156915,,,9999999999,2024-03-18,9999999988,2024-05-30
0000009262,009262,PABP0001BYD004,1.0,00014589,,,9999999999,2024-02-14,9999999988,2024-04-08
0000009263,009263,PABP0001BYD004,1.0,00084215,,,9999999999,2024-02-22,9999999988,2024-02-26
0000009264,009264,PASC0260BYD001,4.0,00909773,,,9999999999,2024-06-11,9999999988,2024-07-20
0000009265,009265,PAPEC007BYD005,1.0,00150813,,,9999999999,2024-01-23,9999999988,2024-06-11
0000009266,009266,PASC0260BYD001,2.0,00051296,,,9999999999,2024-05-29,9999999988,2024-06-07
0000009267,009267,PASC0260BYD001,4.0,00906277,,,9999999999,2024-07-22,9999999988,2024-07-24
0000009268,009268,PARBS009BYD001,1.0,00702450,,,9999999999,2024-04-18,9999999988,2024-05-31
0000009269,009269,PAPEC007BYD005,1.0,00201552,,,9999999999,2024-07-02,9999999988,2024-07-24
0000009270,009270,PACL0310BYD003,4.0,00281810,,,9999999999,2024-03-09,9999999988,2024-07-07
0000009271,009271,PABP0170BYD001,3.0,00661319,,,9999999999,2024-04-07,9999999988,2024-04-30
0000009272,009272,PASC0260BYD001,3.0,00210832,,,9999999999,2024-06-14,9999999988,2024-07-22
0000009273,009273,PASC0260BYD001,4.0,00852043,,,9999999999,2024-04-24,9999999988,2024-05-12
0000009274,009274,PAPEC007BYD003,1.0,00441375,,,9999999999,2024-06-14,9999999988,2024-07-03
0000009275,009275,PASC0260BYD001,4.0,00479987,,,9999999999,2024-03-09,9999999988,2024-04-22
0000009276,009276,PAIN0003BYD003,1.0,00336554,,,9999999999,2024-02-12,9999999988,2024-03-11
0000009277,009277,PABMS006BYD004,1.0,00865046,,,9999999999,2024-05-29,9999999988,2024-06-05
0000009278,009278,PACP0004BYD001,1.0,00551159,,,9999999999,2024-07-02,9999999988,2024-07-18
0000009279,009279,PATI0190BYD005,4.0,00069646,,,9999999999,2024-06-26,9999999988,2024-07-15
0000009280,009280,PAHVC011BYD004,4.0,00625009,,,9999999999,2024-06-19,9999999988,2024-06-26
0000009281,009281,PASC0260BYD001,4.0,00701774,,,9999999999,2024-05-07,9999999988,2024-06-05
0000009282,009282,PASC0260BYD001,3.0,00140618,,,9999999999,2024-03-07,9999999988,2024-04-28
0000009283,009283,PACP0004BYD001,1.0,00221516,,,9999999999,2024-04-16,9999999988,2024-07-12
0000009284,009284,PAPEC007BYD005,1.0,00558485,,,9999999999,2024-03-29,9999999988,2024-03-29
0000009285,009285,PAIN0003BYD003,1.0,00219658,,,9999999999,2024-07-01,9999999988,2024-07-23
0000009286,009286,PABP0170BYD003,3.0,00765750,,,9999999999,2024-06-29,9999999988,2024-07-12
0000009287,009287,PASC0260BYD001,4.0,00588674,,,9999999999,2024-06-26,9999999988,2024-07-16
0000009288,009288,PABP0001BYD004,1.0,00479455,,,9999999999,2024-01-22,9999999988,2024-05-09
0000009289,009289,PACP0004BYD001,1.0,00881453,,,9999999999,2024-03-08,9999999988,2024-06-01
0000009290,009290,PACL0310BYD002,4.0,00047824,,,9999999999,2024-03-09,9999999988,2024-06-15
0000009291,009291,PABP0001BYD004,1.0,00574982,,,9999999999,2024-07-20,9999999988,2024-07-25
0000009292,009292,PABP0001BYD001,1.0,00975209,,,9999999999,2024-04-23,9999999988,2024-05-18
0000009293,009293,PASC0260BYD001,1.0,00331117,,,9999999999,2024-07-21,9999999988,2024-07-24
0000009294,009294,PACAF034BYD005,1.0,00485180,,,9999999999,2024-05-12,9999999988,2024-06-29
0000009295,009295,PACAF034BYD001,1.0,00702177,,,9999999999,2024-03-11,9999999988,2024-04-12
0000009296,009296,PASC0260BYD001,1.0,00730144,,,9999999999,2024-07-20,9999999988,2024-07-22
0000009297,009297,PACP0004BYD005,1.0,00722849,,,9999999999,2024-01-28,9999999988,2024-06-26
0000009298,009298,PAEM0002BYD004,1.0,00442612,,,9999999999,2024-02-18,9999999988,2024-03-23
0000009299,009299,PACP0004BYD001,1.0,00295497,,,9999999999,2024-01-29,9999999988,2024-05-23
0000009300,009300,PASC0260BYD003,3.0,00060732,,,9999999999,2024-06-23,9999999988,2024-07-03
0000009301,009301,PASC0260BYD001,3.0,00290071,,,9999999999,2024-04-04,9999999988,2024-07-12
0000009302,009302,PABP0001BYD004,1.0,00942878,,,9999999999,2024-06-04,9999999988,2024-07-09
0000009303,009303,PAIN0003BYD003,1.0,00176292,,,9999999999,2024-06-19,9999999988,2024-07-16
0000009304,009304,PACP0004BYD001,1.0,00622078,,,9999999999,2024-05-08,9999999988,2024-05-24
0000009305,009305,PATMS008BYD003,1.0,00941175,,,9999999999,2024-01-12,9999999988,2024-02-22
0000009306,009306,PACP0004BYD001,1.0,00268455,,,9999999999,2024-06-04,9999999988,2024-06-19
0000009307,009307,PACP0004BYD001,1.0,00118056,,,9999999999,2024-04-13,9999999988,2024-07-17
0000009308,009308,PASC0260BYD001,4.0,00528104,,,9999999999,2024-01-31,9999999988,2024-06-12
0000009309,009309,PASC0260BYD001,4.0,00138093,,,9999999999,2024-06-11,9999999988,2024-06-25
0000009310,009310,PABMS006BYD003,1.0,00295775,,,9999999999,2024-02-05,9999999988,2024-04-12
0000009311,009311,PASC0260BYD005,2.0,00647826,,,9999999999,2024-04-23,9999999988,2024-07-22
0000009312,009312,PAPEC007BYD005,1.0,00166406,,,9999999999,2024-07-25,9999999988,2024-07-25
0000009313,009313,PASC0260BYD001,2.0,00598124,,,9999999999,2024-06-29,9999999988,2024-07-12
0000009314,009314,PAIN0003BYD004,1.0,00738454,,,9999999999,2024-05-31,9999999988,2024-07-02
0000009315,009315,PATMS008BYD001,1.0,00163317,,,9999999999,2024-07-10,9999999988,2024-07-23
0000009316,009316,PATMS008BYD005,1.0,00337384,,,9999999999,2024-05-20,9999999988,2024-07-18
0000009317,009317,PACP0004BYD001,1.0,00981400,,,9999999999,2024-07-18,9999999988,2024-07-23
0000009318,009318,PASC0260BYD001,2.0,00241735,,,9999999999,2024-07-23,9999999988,2024-07-24
0000009319,009319,PAPEC007BYD003,1.0,00706142,,,9999999999,2024-07-21,9999999988,2024-07-25
0000009320,009320,PASC0260BYD001,4.0,00093267,,,9999999999,2024-01-22,9999999988,2024-03-05
