VEHICLE_CODE,VEHICLE_NAME,LABOUR_CODE,LABOUR_NAME,MAIN_CATEGORY,SECOND_CATEGORY,BATTERY_REPAIR
 39512,Han,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 88650,Qin,LR016,Brake System Service,Mechanical,Brakes,N
 50339,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 33785,Qin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 46784,Shark,LR016,Brake System Service,Mechanical,Brakes,N
 32916,Yuan,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 97364,Qin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 46995,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
 77462,Shark,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 99442,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 88629,Dolphin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 75406,Qin,LR016,Brake System Service,Mechanical,Brakes,N
 76037,Qin,LR011,Drive Unit Maintenance,Electrical,Drive Unit,N
 48541,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
 49822,Shark,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 25908,Song,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 43579,Han,LR016,Brake System Service,Mechanical,Brakes,N
 31116,Qin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
  4271,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 27652,Dolphin,LR019,Windshield Replacement,Safety,Windshield,N
 32987,Han,LR016,Brake System Service,Mechanical,Brakes,N
 55871,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 74645,Song,LR016,Brake System Service,Mechanical,Brakes,N
 55685,Shark,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 95572,Seal,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 86832,Dolphin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 86638,Yuan,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 10280,Qin,LR016,Brake System Service,Mechanical,Brakes,N
  7815,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 35212,King,LR003,Inverter Replacement,Electrical,Inverter,N
 16904,Qin,LR016,Brake System Service,Mechanical,Brakes,N
 15424,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
 69590,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 99354,Tang,LR017,Suspension Repair,Mechanical,Suspension,N
 96230,Dolphin Mini,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 27772,Tang,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 51815,Shark,LR016,Brake System Service,Mechanical,Brakes,N
 66042,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
  5764,Han,LR016,Brake System Service,Mechanical,Brakes,N
  4265,Yuan,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
  6275,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 79588,Yuan,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 65571,Yuan,LR002,Motor Repair,Electrical,Motor,N
 42868,Dolphin,LR006,BMS Calibration,Electrical,BMS,Y
 56861,Song,LR016,Brake System Service,Mechanical,Brakes,N
 80888,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 43422,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
 20169,Han,LR017,Suspension Repair,Mechanical,Suspension,N
 70430,Song,LR016,Brake System Service,Mechanical,Brakes,N
 19667,King,LR016,Brake System Service,Mechanical,Brakes,N
 81070,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 81246,Qin,LR008,Thermal Management Service,Electrical,Thermal Management,N
 17224,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 22549,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 46677,Qin,LR011,Drive Unit Maintenance,Electrical,Drive Unit,N
 13493,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 42172,Yuan,LR017,Suspension Repair,Mechanical,Suspension,N
 90721,Seal,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 41947,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 73254,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 44260,Song,LR016,Brake System Service,Mechanical,Brakes,N
 58292,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 26485,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
 56833,Song,LR016,Brake System Service,Mechanical,Brakes,N
 91133,Yuan,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 38820,Song,LR016,Brake System Service,Mechanical,Brakes,N
  3937,Han,LR016,Brake System Service,Mechanical,Brakes,N
 60841,Han,LR016,Brake System Service,Mechanical,Brakes,N
 12056,Tang,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 77704,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 47556,Yuan,LR008,Thermal Management Service,Electrical,Thermal Management,N
 27751,Yuan,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 61377,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 47671,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 86563,Han,LR003,Inverter Replacement,Electrical,Inverter,N
 12932,Dolphin Mini,LR003,Inverter Replacement,Electrical,Inverter,N
 76309,Dolphin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 57205,Dolphin Mini,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 21465,Song,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 29811,Shark,LR017,Suspension Repair,Mechanical,Suspension,N
 33258,Dolphin Mini,LR012,Gearbox Service,Mechanical,Gearbox,N
 40924,Dolphin Mini,LR004,Charging Port Repair,Electrical,Charging Port,N
 66219,Tang,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 56069,Song,LR016,Brake System Service,Mechanical,Brakes,N
  2876,Han,LR008,Thermal Management Service,Electrical,Thermal Management,N
 76551,Han,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 66307,Tang,LR012,Gearbox Service,Mechanical,Gearbox,N
 84700,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 98036,Dolphin,LR003,Inverter Replacement,Electrical,Inverter,N
 74926,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
 72399,Qin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 67055,Seal,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 67814,Tang,LR016,Brake System Service,Mechanical,Brakes,N
 25835,Qin,LR016,Brake System Service,Mechanical,Brakes,N
 99093,Tang,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 72318,Shark,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 29669,Yuan,LR001,Battery Replacement,Electrical,Battery,Y
 73227,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 70715,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 40508,Dolphin Mini,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 17600,Song,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 87475,Tang,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 37579,Seal,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 78637,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 20769,Shark,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 72619,Dolphin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 33322,Song,LR014,AC Compressor Service,Mechanical,AC Compressor,N
  4197,Tang,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 45826,Seal,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 92747,Shark,LR016,Brake System Service,Mechanical,Brakes,N
 26908,Qin,LR011,Drive Unit Maintenance,Electrical,Drive Unit,N
 19940,Qin,LR016,Brake System Service,Mechanical,Brakes,N
 49502,Dolphin Mini,LR007,Power Electronics Repair,Electrical,Power Electronics,N
  9426,Qin,LR003,Inverter Replacement,Electrical,Inverter,N
  3327,Dolphin Mini,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 84871,Qin,LR017,Suspension Repair,Mechanical,Suspension,N
  6200,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 96737,Shark,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 81913,Song,LR003,Inverter Replacement,Electrical,Inverter,N
 22084,Dolphin Mini,LR008,Thermal Management Service,Electrical,Thermal Management,N
 53894,Dolphin Mini,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 70694,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 44892,Dolphin,LR003,Inverter Replacement,Electrical,Inverter,N
 14086,Yuan,LR017,Suspension Repair,Mechanical,Suspension,N
 40121,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 30001,Dolphin,LR002,Motor Repair,Electrical,Motor,N
 28498,Shark,LR017,Suspension Repair,Mechanical,Suspension,N
 21113,Seal,LR008,Thermal Management Service,Electrical,Thermal Management,N
 47326,Qin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 94580,Han,LR016,Brake System Service,Mechanical,Brakes,N
 50384,Song,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 52639,King,LR004,Charging Port Repair,Electrical,Charging Port,N
 40598,Qin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 75946,Shark,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 71857,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 65063,Han,LR016,Brake System Service,Mechanical,Brakes,N
 71173,King,LR017,Suspension Repair,Mechanical,Suspension,N
 23467,Shark,LR016,Brake System Service,Mechanical,Brakes,N
  1057,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 59537,Han,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
  2241,Song,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 68888,Seal,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 10701,Yuan,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 61680,Qin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 54982,Tang,LR004,Charging Port Repair,Electrical,Charging Port,N
 77567,King,LR012,Gearbox Service,Mechanical,Gearbox,N
  9550,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 16436,Han,LR016,Brake System Service,Mechanical,Brakes,N
 10192,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 96573,Qin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 11617,Yuan,LR003,Inverter Replacement,Electrical,Inverter,N
 83732,Song,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 46670,Song,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 13883,Qin,LR016,Brake System Service,Mechanical,Brakes,N
 65432,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
 63513,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 97985,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 85810,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 40934,Shark,LR016,Brake System Service,Mechanical,Brakes,N
 67170,Dolphin,LR008,Thermal Management Service,Electrical,Thermal Management,N
 17168,Song,LR008,Thermal Management Service,Electrical,Thermal Management,N
 73708,Tang,LR016,Brake System Service,Mechanical,Brakes,N
 67706,Dolphin,LR002,Motor Repair,Electrical,Motor,N
 16391,Yuan,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 74976,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
 62443,Dolphin,LR006,BMS Calibration,Electrical,BMS,Y
 79156,Song,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 78284,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 77528,King,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 29194,Dolphin,LR020,Fuse Replacement,Safety,Fuse,N
 11370,Yuan,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
  1394,Dolphin,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 24123,Qin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 28017,Han,LR016,Brake System Service,Mechanical,Brakes,N
 53723,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
  8785,King,LR016,Brake System Service,Mechanical,Brakes,N
  1417,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
 30364,Song,LR003,Inverter Replacement,Electrical,Inverter,N
 41625,Dolphin,LR020,Fuse Replacement,Safety,Fuse,N
 67031,Qin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 54166,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 40279,Song,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 57968,Tang,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 71993,Seal,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 70962,Han,LR012,Gearbox Service,Mechanical,Gearbox,N
 83173,Tang,LR020,Fuse Replacement,Safety,Fuse,N
 40888,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 83507,Tang,LR003,Inverter Replacement,Electrical,Inverter,N
 18149,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 31010,Song,LR016,Brake System Service,Mechanical,Brakes,N
 93741,Tang,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 59192,Tang,LR008,Thermal Management Service,Electrical,Thermal Management,N
 87770,Dolphin,LR003,Inverter Replacement,Electrical,Inverter,N
 45844,Shark,LR017,Suspension Repair,Mechanical,Suspension,N
 95961,Dolphin,LR001,Battery Replacement,Electrical,Battery,Y
 52022,Dolphin Mini,LR020,Fuse Replacement,Safety,Fuse,N
 45142,Song,LR016,Brake System Service,Mechanical,Brakes,N
 46592,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 21010,King,LR017,Suspension Repair,Mechanical,Suspension,N
 90259,Yuan,LR017,Suspension Repair,Mechanical,Suspension,N
 83588,Han,LR004,Charging Port Repair,Electrical,Charging Port,N
 85186,Yuan,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 11676,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
  1374,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 61158,Dolphin Mini,LR020,Fuse Replacement,Safety,Fuse,N
 66435,Tang,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 89939,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 38783,Tang,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 77031,Han,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 76583,Han,LR017,Suspension Repair,Mechanical,Suspension,N
 73713,Song,LR014,AC Compressor Service,Mechanical,AC Compressor,N
  7680,Tang,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 37703,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 95032,Shark,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 13794,Song,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 55439,Dolphin Mini,LR001,Battery Replacement,Electrical,Battery,Y
 46319,Dolphin Mini,LR020,Fuse Replacement,Safety,Fuse,N
 21592,Yuan,LR011,Drive Unit Maintenance,Electrical,Drive Unit,N
 77208,Song,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 52723,Han,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 37524,Tang,LR016,Brake System Service,Mechanical,Brakes,N
  9433,Qin,LR017,Suspension Repair,Mechanical,Suspension,N
 76046,Dolphin Mini,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
  2500,Yuan,LR017,Suspension Repair,Mechanical,Suspension,N
  8998,Yuan,LR017,Suspension Repair,Mechanical,Suspension,N
 12447,Tang,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 79780,Yuan,LR020,Fuse Replacement,Safety,Fuse,N
 32554,Shark,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 74772,Dolphin Mini,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 67398,Dolphin,LR019,Windshield Replacement,Safety,Windshield,N
 37946,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
 62313,Song,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 48247,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
 14082,Song,LR016,Brake System Service,Mechanical,Brakes,N
 84157,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
 85151,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 19668,Song,LR016,Brake System Service,Mechanical,Brakes,N
 77923,Dolphin Mini,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 53213,Han,LR019,Windshield Replacement,Safety,Windshield,N
 57258,Song,LR016,Brake System Service,Mechanical,Brakes,N
 27717,Yuan,LR003,Inverter Replacement,Electrical,Inverter,N
 53301,Han,LR016,Brake System Service,Mechanical,Brakes,N
 78148,Song,LR016,Brake System Service,Mechanical,Brakes,N
 76438,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
 13359,King,LR017,Suspension Repair,Mechanical,Suspension,N
 56237,Dolphin,LR001,Battery Replacement,Electrical,Battery,Y
 34210,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 99466,Dolphin,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 35441,Song,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
  2071,Yuan,LR014,AC Compressor Service,Mechanical,AC Compressor,N
   520,Yuan,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 24384,Yuan,LR017,Suspension Repair,Mechanical,Suspension,N
 44520,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 33748,Qin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 18605,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 11413,King,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 18156,Yuan,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 23163,Han,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 54797,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 86991,Han,LR016,Brake System Service,Mechanical,Brakes,N
 26348,Han,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 37191,King,LR016,Brake System Service,Mechanical,Brakes,N
 52908,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 56604,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 27674,Tang,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 67259,Yuan,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 82214,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 31867,Shark,LR016,Brake System Service,Mechanical,Brakes,N
 57177,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
 35219,Tang,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 62484,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 54747,Seal,LR008,Thermal Management Service,Electrical,Thermal Management,N
 33730,Dolphin Mini,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 34931,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 63044,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 40254,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 57705,Dolphin Mini,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 97942,Dolphin Mini,LR008,Thermal Management Service,Electrical,Thermal Management,N
 89554,Qin,LR017,Suspension Repair,Mechanical,Suspension,N
 49616,Yuan,LR019,Windshield Replacement,Safety,Windshield,N
 61228,Dolphin,LR008,Thermal Management Service,Electrical,Thermal Management,N
 97212,Dolphin Mini,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 72506,Shark,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 93023,Tang,LR017,Suspension Repair,Mechanical,Suspension,N
 68073,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
 62613,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 79196,King,LR017,Suspension Repair,Mechanical,Suspension,N
 25918,Dolphin Mini,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 52321,King,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 21805,King,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 66460,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 84824,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 65120,King,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 58567,Tang,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 81249,Song,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 78127,Seal,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 70948,Dolphin Mini,LR019,Windshield Replacement,Safety,Windshield,N
 50995,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 87134,Qin,LR004,Charging Port Repair,Electrical,Charging Port,N
 58826,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 82579,Song,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 75560,Tang,LR016,Brake System Service,Mechanical,Brakes,N
 95038,Dolphin,LR003,Inverter Replacement,Electrical,Inverter,N
 25877,Dolphin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 57454,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 91245,Tang,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
  5400,Song,LR016,Brake System Service,Mechanical,Brakes,N
 79594,Yuan,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 12006,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 62604,Yuan,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 13687,Yuan,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 46112,Song,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 74789,Song,LR014,AC Compressor Service,Mechanical,AC Compressor,N
  4703,Yuan,LR001,Battery Replacement,Electrical,Battery,Y
  7757,Dolphin Mini,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 90406,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 14984,Tang,LR002,Motor Repair,Electrical,Motor,N
  8587,Han,LR016,Brake System Service,Mechanical,Brakes,N
  2816,Seal,LR017,Suspension Repair,Mechanical,Suspension,N
 51378,King,LR014,AC Compressor Service,Mechanical,AC Compressor,N
  1016,Tang,LR017,Suspension Repair,Mechanical,Suspension,N
 81106,Dolphin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 30547,King,LR017,Suspension Repair,Mechanical,Suspension,N
 15276,Song,LR016,Brake System Service,Mechanical,Brakes,N
  8720,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 88574,Dolphin Mini,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 24639,Qin,LR020,Fuse Replacement,Safety,Fuse,N
 58542,Shark,LR017,Suspension Repair,Mechanical,Suspension,N
 71916,Dolphin,LR019,Windshield Replacement,Safety,Windshield,N
 60943,Dolphin Mini,LR020,Fuse Replacement,Safety,Fuse,N
  9159,Yuan,LR017,Suspension Repair,Mechanical,Suspension,N
 95836,Tang,LR019,Windshield Replacement,Safety,Windshield,N
  4311,Han,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 51424,Song,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 60977,King,LR017,Suspension Repair,Mechanical,Suspension,N
 25076,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 59627,Han,LR017,Suspension Repair,Mechanical,Suspension,N
 18485,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
 31090,Yuan,LR017,Suspension Repair,Mechanical,Suspension,N
 16023,Song,LR016,Brake System Service,Mechanical,Brakes,N
 25009,Song,LR016,Brake System Service,Mechanical,Brakes,N
 25134,Han,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 71885,Tang,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 33546,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 28909,Yuan,LR017,Suspension Repair,Mechanical,Suspension,N
 30854,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 39407,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 80424,Yuan,LR011,Drive Unit Maintenance,Electrical,Drive Unit,N
 51371,Seal,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 25457,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 26342,Han,LR001,Battery Replacement,Electrical,Battery,Y
 45979,Han,LR017,Suspension Repair,Mechanical,Suspension,N
 16454,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 27509,Han,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
  1177,Song,LR016,Brake System Service,Mechanical,Brakes,N
 30637,Han,LR020,Fuse Replacement,Safety,Fuse,N
 51529,Dolphin Mini,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 67846,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 28009,Qin,LR017,Suspension Repair,Mechanical,Suspension,N
 34060,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 53136,Shark,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 85488,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 25141,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 23566,Shark,LR017,Suspension Repair,Mechanical,Suspension,N
  4341,Han,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 89620,Han,LR016,Brake System Service,Mechanical,Brakes,N
 32743,Song,LR016,Brake System Service,Mechanical,Brakes,N
 80097,Song,LR016,Brake System Service,Mechanical,Brakes,N
  9682,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
  9419,Qin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 11835,Qin,LR017,Suspension Repair,Mechanical,Suspension,N
 93513,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
  2283,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 12094,Dolphin Mini,LR020,Fuse Replacement,Safety,Fuse,N
 96063,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
 57272,Yuan,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 53706,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
 53452,Han,LR016,Brake System Service,Mechanical,Brakes,N
 51630,Dolphin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 57156,Shark,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
  6256,Shark,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 30519,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 83569,Yuan,LR017,Suspension Repair,Mechanical,Suspension,N
 51536,Dolphin,LR003,Inverter Replacement,Electrical,Inverter,N
 16790,Qin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 56037,Qin,LR016,Brake System Service,Mechanical,Brakes,N
 79923,Dolphin Mini,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 92504,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 49003,Song,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 92471,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
